element,sp_num,nm
Th,1,412.48894
Th,1,412.55519
Th,1,412.6028
Th,1,412.63497
Th,2,412.66071
Th,2,412.72891
Th,1,412.734177
Th,1,412.741188
Th,1,412.79496
Th,1,412.804981
Th,1,412.81216
Th,2,412.83
Th,2,412.89121
Th,1,412.90731
Th,1,412.951155
Th,2,412.99176
Th,1,413.01664
Th,2,413.06648
Th,1,413.07879
Th,1,413.100201
Th,1,413.12079
Th,2,413.142647
Th,2,413.15308
Th,1,413.165997
Th,1,413.171191
Th,2,413.20901
Th,1,413.22316
Th,2,413.22871
Th,1,413.24056
Th,1,413.262075
Th,2,413.275326
Th,2,413.2979
Th,1,413.32606
Th,1,413.32963
Th,2,413.33961
Th,1,413.3601
Th,1,413.395676
Th,1,413.403474
Th,1,413.406786
Th,2,413.411306
Th,1,413.432344
Th,2,413.44141
Th,2,413.46141
Th,2,413.4989
Th,1,413.52989
Th,1,413.547991
Th,2,413.6101
Th,1,413.61312
Th,1,413.62854
Th,1,413.63878
Th,2,413.6399
Th,1,413.66767
Th,2,413.70681
Th,1,413.73336
Th,2,413.76121
Th,1,413.804052
Th,1,413.87779
Th,2,413.88422
Th,1,413.889
Th,1,413.91083
Th,1,413.91377
Th,1,413.93135
Th,2,413.97581
Th,2,413.99309
Th,2,414.023494
Th,2,414.038544
Th,2,414.1225
Th,2,414.163207
Th,1,414.17172
Th,1,414.18654
Th,2,414.1947
Th,1,414.232503
Th,2,414.247404
Th,1,414.25179
Th,2,414.270089
Th,1,414.28914
Th,2,414.29725
Th,1,414.30456
Th,1,414.33383
Th,2,414.36046
Th,1,414.364903
Th,1,414.37155
Th,1,414.433855
Th,1,414.44539
Th,1,414.45758
Th,1,414.50457
Th,1,414.52966
Th,2,414.5664
Th,2,414.58342
Th,1,414.58594
Th,2,414.6069
Th,2,414.6256
Th,2,414.66641
Th,1,414.69697
Th,1,414.75395
Th,2,414.80257
Th,2,414.81815
Th,2,414.83464
Th,2,414.84251
Th,2,414.86835
Th,1,414.872687
Th,2,414.87725
Th,1,414.883129
Th,2,414.97073
Th,2,414.998694
Th,1,415.003423
Th,1,415.0089
Th,2,415.03685
Th,2,415.04836
Th,1,415.06001
Th,1,415.114518
Th,2,415.14511
Th,1,415.20321
Th,1,415.21331
Th,1,415.21508
Th,1,415.22121
Th,1,415.25648
Th,1,415.32067
Th,1,415.35743
Th,2,415.37217
Th,1,415.38651
Th,1,415.43013
Th,1,415.43781
Th,1,415.44994
Th,1,415.472041
Th,1,415.49082
Th,1,415.50115
Th,2,415.5474
Th,1,415.59873
Th,2,415.623816
Th,1,415.64765
Th,2,415.651648
Th,2,415.6987
Th,1,415.72803
Th,1,415.73594
Th,1,415.739567
Th,1,415.853513
Th,1,415.915362
Th,1,415.94095
Th,2,415.965981
Th,1,415.97662
Th,1,416.02729
Th,1,416.1344
Th,2,416.15894
Th,1,416.173878
Th,2,416.18834
Th,1,416.20311
Th,2,416.24523
Th,1,416.250896
Th,2,416.267894
Th,1,416.27826
Th,1,416.2928
Th,2,416.31807
Th,2,416.364686
Th,2,416.373618
Th,1,416.38291
Th,1,416.39478
Th,2,416.425496
Th,1,416.44551
Th,1,416.45322
Th,1,416.46905
Th,1,416.497339
Th,2,416.50741
Th,1,416.54972
Th,1,416.576608
Th,1,416.63732
Th,2,416.64927
Th,1,416.69074
Th,1,416.71197
Th,2,416.72741
Th,1,416.786507
Th,1,416.804636
Th,1,416.845496
Th,2,416.863403
Th,1,416.90851
Th,1,416.91043
Th,1,416.92128
Th,1,416.97561
Th,1,416.983006
Th,2,417.046522
Th,1,417.053311
Th,2,417.078556
Th,2,417.134094
Th,1,417.1975
Th,1,417.20535
Th,1,417.22044
Th,1,417.27439
Th,1,417.33062
Th,1,417.344745
Th,2,417.35301
Th,1,417.35579
Th,2,417.36376
Th,1,417.372072
Th,2,417.39591
Th,1,417.40638
Th,1,417.46216
Th,1,417.53234
Th,2,417.54821
Th,2,417.61934
Th,2,417.63356
Th,1,417.64817
Th,2,417.6895
Th,1,417.71105
Th,1,417.71647
Th,1,417.72835
Th,1,417.75202
Th,1,417.7783
Th,1,417.78036
Th,2,417.805969
Th,1,417.82512
Th,1,417.86261
Th,1,417.884801
Th,1,417.921999
Th,1,417.931406
Th,1,417.961779
Th,1,417.96667
Th,2,417.971483
Th,1,417.976334
Th,1,417.9809
Th,1,417.98602
Th,2,417.996004
Th,1,418.01904
Th,1,418.032717
Th,2,418.05612
Th,1,418.072099
Th,1,418.09576
Th,2,418.10411
Th,1,418.10422
Th,2,418.10806
Th,2,418.11648
Th,1,418.1301
Th,1,418.13513
Th,2,418.13513
Th,1,418.1518
Th,1,418.208271
Th,2,418.215701
Th,1,418.27108
Th,1,418.293416
Th,2,418.34141
Th,2,418.35644
Th,2,418.39466
Th,1,418.413754
Th,2,418.42821
Th,1,418.460445
Th,2,418.47111
Th,1,418.49054
Th,2,418.50381
Th,1,418.514465
Th,1,418.52984
Th,1,418.546928
Th,1,418.714095
Th,1,418.73136
Th,1,418.75121
Th,1,418.78998
Th,2,418.81054
Th,2,418.81965
Th,2,418.85782
Th,1,418.86623
Th,1,418.86904
Th,1,418.956172
Th,1,418.96357
Th,3,418.98778
Th,2,419.0562
Th,1,419.062093
Th,1,419.08133
Th,1,419.10276
Th,1,419.114636
Th,2,419.182689
Th,2,419.1995
Th,1,419.236194
Th,1,419.28729
Th,1,419.301633
Th,1,419.31993
Th,1,419.351762
Th,2,419.40825
Th,1,419.493598
Th,1,419.52264
Th,2,419.55577
Th,2,419.583252
Th,2,419.59501
Th,1,419.68283
Th,1,419.68482
Th,1,419.70161
Th,1,419.73165
Th,1,419.77104
Th,1,419.77513
Th,2,419.79394
Th,1,419.83002
Th,1,419.88752
Th,1,419.89356
Th,2,419.90147
Th,1,419.91753
Th,1,419.9631
Th,1,419.97488
Th,1,420.0017
Th,1,420.0149
Th,1,420.06861
Th,2,420.1005
Th,1,420.13263
Th,1,420.16011
Th,2,420.1602
Th,1,420.16808
Th,2,420.184662
Th,1,420.226377
Th,1,420.30493
Th,1,420.30863
Th,1,420.34387
Th,1,420.357617
Th,1,420.37732
Th,1,420.388399
Th,1,420.404122
Th,1,420.493
Th,1,420.51273
Th,1,420.55378
Th,2,420.57908
Th,1,420.60563
Th,2,420.6656
Th,1,420.71756
Th,1,420.76121
Th,2,420.7922
Th,1,420.841079
Th,1,420.86666
Th,1,420.874822
Th,1,420.87851
Th,1,420.886453
Th,2,420.889058
Th,1,420.892694
Th,1,420.919638
Th,1,420.99259
Th,1,420.997267
Th,1,421.008864
Th,2,421.04001
Th,1,421.04554
Th,1,421.06
Th,1,421.076474
Th,1,421.092303
Th,2,421.15152
Th,2,421.18833
Th,2,421.24521
Th,1,421.26534
Th,1,421.29245
Th,1,421.30672
Th,1,421.33162
Th,1,421.337781
Th,2,421.3795
Th,2,421.39953
Th,2,421.4073
Th,2,421.4227
Th,2,421.45375
Th,2,421.46273
Th,1,421.47495
Th,1,421.482828
Th,1,421.5211
Th,1,421.53831
Th,1,421.56272
Th,1,421.58523
Th,2,421.60352
Th,1,421.606973
Th,1,421.62072
Th,1,421.637214
Th,1,421.65446
Th,1,421.718522
Th,2,421.722527
Th,2,421.77577
Th,2,421.81863
Th,2,421.82277
Th,1,421.84166
Th,2,421.8542
Th,2,421.86361
Th,2,421.882
Th,2,421.93832
Th,2,421.9414
Th,1,421.95717
Th,2,421.96806
Th,1,422.006504
Th,1,422.05701
Th,1,422.073229
Th,1,422.08513
Th,1,422.115299
Th,1,422.13593
Th,1,422.169204
Th,1,422.21527
Th,2,422.21851
Th,1,422.24398
Th,2,422.2579
Th,2,422.27521
Th,1,422.344025
Th,1,422.35646
Th,1,422.359338
Th,1,422.39753
Th,2,422.41422
Th,2,422.424126
Th,1,422.4488
Th,2,422.4615
Th,1,422.48723
Th,1,422.5095
Th,1,422.54893
Th,2,422.5803
Th,1,422.6046
Th,1,422.629932
Th,2,422.67267
Th,1,422.677626
Th,1,422.72876
Th,1,422.738713
Th,1,422.74629
Th,2,422.76542
Th,2,422.76746
Th,1,422.841658
Th,1,422.84553
Th,1,422.86719
Th,2,422.87013
Th,1,422.876027
Th,1,422.87904
Th,2,422.89887
Th,1,422.914766
Th,2,422.94546
Th,1,422.98644
Th,1,422.9961
Th,1,423.02292
Th,1,423.02983
Th,1,423.0381
Th,1,423.042669
Th,1,423.082411
Th,1,423.09594
Th,1,423.10807
Th,1,423.11378
Th,2,423.1174
Th,1,423.16167
Th,1,423.17495
Th,2,423.1794
Th,2,423.1983
Th,1,423.24781
Th,2,423.2525
Th,1,423.25478
Th,2,423.32873
Th,2,423.3511
Th,1,423.37258
Th,1,423.39059
Th,2,423.4083
Th,1,423.42304
Th,2,423.4303
Th,2,423.4375
Th,1,423.49838
Th,2,423.49838
Th,1,423.509258
Th,1,423.5198
Th,1,423.52353
Th,1,423.546344
Th,2,423.5849
Th,1,423.6049
Th,1,423.63898
Th,2,423.639
Th,1,423.65084
Th,2,423.6915
Th,2,423.71115
Th,1,423.71817
Th,1,423.75341
Th,2,423.7657
Th,2,423.7685
Th,1,423.83783
Th,1,423.85392
Th,2,423.8884
Th,2,423.8979
Th,2,423.903
Th,1,423.92741
Th,2,423.9673
Th,1,423.9791
Th,1,424.04424
Th,2,424.059467
Th,2,424.0676
Th,1,424.109478
Th,1,424.17003
Th,2,424.1865
Th,1,424.19725
Th,2,424.23392
Th,2,424.27197
Th,1,424.30195
Th,1,424.326106
Th,2,424.3375
Th,2,424.3674
Th,2,424.3924
Th,1,424.40214
Th,2,424.4682
Th,2,424.4824
Th,1,424.54462
Th,2,424.54612
Th,1,424.55576
Th,2,424.59751
Th,1,424.63221
Th,2,424.6363
Th,2,424.66879
Th,1,424.67937
Th,1,424.68173
Th,1,424.72886
Th,1,424.7351
Th,1,424.7351
Th,2,424.759875
Th,1,424.76865
Th,1,424.77771
Th,1,424.785933
Th,2,424.798854
Th,1,424.81805
Th,1,424.82719
Th,1,424.839079
Th,1,424.851858
Th,1,424.94761
Th,2,424.967906
Th,2,424.9969
Th,2,425.0014
Th,1,425.031448
Th,2,425.034311
Th,1,425.07749
Th,1,425.08386
Th,1,425.1078
Th,1,425.128745
Th,1,425.1422
Th,1,425.15196
Th,2,425.15927
Th,2,425.1781
Th,2,425.1958
Th,2,425.2876
Th,2,425.3017
Th,2,425.3239
Th,2,425.3259
Th,1,425.33585
Th,1,425.33893
Th,1,425.353841
Th,1,425.37471
Th,2,425.38674
Th,2,425.3975
Th,2,425.40179
Th,2,425.4169
Th,1,425.43779
Th,2,425.44532
Th,1,425.46398
Th,2,425.4739
Th,1,425.523723
Th,1,425.53812
Th,2,425.53812
Th,1,425.57518
Th,1,425.57647
Th,1,425.579714
Th,1,425.60374
Th,2,425.609588
Th,1,425.625358
Th,1,425.7459
Th,1,425.749613
Th,1,425.82325
Th,2,425.8466
Th,1,425.85204
Th,2,425.8828
Th,1,425.89954
Th,1,425.949404
Th,1,425.97206
Th,2,425.9857
Th,1,426.01373
Th,1,426.02865
Th,1,426.033282
Th,1,426.04019
Th,1,426.08027
Th,2,426.0936
Th,1,426.098448
Th,2,426.12753
Th,1,426.1492
Th,1,426.24546
Th,1,426.261231
Th,2,426.27392
Th,1,426.32214
Th,2,426.335607
Th,1,426.37386
Th,2,426.37719
Th,2,426.41064
Th,1,426.433983
Th,2,426.43792
Th,1,426.48956
Th,2,426.49451
Th,2,426.50361
Th,1,426.53962
Th,2,426.549
Th,2,426.5661
Th,1,426.64484
Th,2,426.6823
Th,2,426.75191
Th,2,426.77175
Th,2,426.86088
Th,1,426.90639
Th,1,426.9272
Th,1,426.994257
Th,2,427.0329
Th,1,427.073482
Th,2,427.0911
Th,2,427.10824
Th,2,427.11048
Th,2,427.124
Th,3,427.12655
Th,1,427.143959
Th,2,427.155
Th,2,427.1913
Th,1,427.20336
Th,1,427.208112
Th,1,427.212846
Th,1,427.21549
Th,1,427.22552
Th,1,427.230322
Th,1,427.287442
Th,2,427.335735
Th,1,427.39098
Th,2,427.40249
Th,1,427.4221
Th,2,427.43201
Th,1,427.435524
Th,1,427.48165
Th,2,427.5203
Th,2,427.524
Th,1,427.53622
Th,2,427.5439
Th,1,427.55677
Th,2,427.5612
Th,2,427.65557
Th,2,427.680724
Th,2,427.69107
Th,2,427.696545
Th,2,427.696545
Th,2,427.69862
Th,2,427.70408
Th,1,427.7159
Th,2,427.731385
Th,1,427.79993
Th,2,427.811
Th,1,427.832319
Th,2,427.85106
Th,1,427.89031
Th,1,427.90627
Th,1,427.92816
Th,1,427.94958
Th,1,427.96379
Th,2,428.0222
Th,2,428.02553
Th,1,428.0322
Th,1,428.0568
Th,1,428.08796
Th,1,428.093
Th,2,428.106775
Th,2,428.141444
Th,2,428.15506
Th,2,428.1758
Th,1,428.187614
Th,2,428.204125
Th,1,428.208889
Th,2,428.21571
Th,2,428.23695
Th,1,428.2979
Th,1,428.307203
Th,1,428.310477
Th,2,428.351836
Th,1,428.37977
Th,2,428.39005
Th,2,428.4181
Th,2,428.4215
Th,2,428.4431
Th,2,428.4513
Th,2,428.49281
Th,2,428.497486
Th,2,428.51823
Th,1,428.53997
Th,2,428.54547
Th,1,428.57571
Th,1,428.59394
Th,2,428.61821
Th,1,428.622841
Th,2,428.67006
Th,1,428.708079
Th,2,428.76849
Th,1,428.79534
Th,2,428.80469
Th,1,428.81062
Th,1,428.846938
Th,1,428.85191
Th,1,428.866877
Th,1,428.9205
Th,1,428.94162
Th,1,428.95483
Th,1,428.965505
Th,1,429.00263
Th,1,429.02839
Th,1,429.039363
Th,2,429.0829
Th,1,429.09537
Th,1,429.09993
Th,2,429.13852
Th,1,429.16331
Th,1,429.17332
Th,1,429.180978
Th,1,429.23057
Th,2,429.25165
Th,2,429.3089
Th,1,429.31618
Th,2,429.3218
Th,1,429.38043
Th,1,429.4026
Th,1,429.471923
Th,1,429.47616
Th,2,429.50362
Th,2,429.5128
Th,1,429.52366
Th,1,429.55849
Th,1,429.581543
Th,1,429.59021
Th,1,429.63602
Th,2,429.65753
Th,1,429.730655
Th,2,429.73702
Th,1,429.79392
Th,1,429.81223
Th,1,429.81868
Th,2,429.8283
Th,1,429.85643
Th,2,429.88275
Th,2,429.88707
Th,2,429.88925
Th,2,429.9435
Th,1,429.96148
Th,1,429.963513
Th,1,429.983922
Th,1,430.00068
Th,2,430.0135
Th,1,430.03701
Th,2,430.07
Th,2,430.07966
Th,1,430.09792
Th,2,430.12858
Th,2,430.2109
Th,1,430.22209
Th,2,430.2929
Th,1,430.30935
Th,1,430.32312
Th,1,430.33867
Th,1,430.38038
Th,1,430.398919
Th,2,430.407
Th,1,430.42917
Th,1,430.441781
Th,1,430.4803
Th,1,430.48678
Th,1,430.495646
Th,2,430.53351
Th,1,430.5497
Th,2,430.6159
Th,1,430.63029
Th,2,430.6365
Th,1,430.636672
Th,1,430.717608
Th,2,430.79572
Th,1,430.81219
Th,2,430.82586
Th,1,430.83382
Th,1,430.85546
Th,1,430.860009
Th,1,430.8797
Th,1,430.91932
Th,2,430.9215
Th,1,430.95571
Th,1,430.988681
Th,2,430.999259
Th,1,431.01007
Th,1,431.01007
Th,2,431.01827
Th,2,431.055
Th,2,431.0644
Th,1,431.09586
Th,1,431.106387
Th,1,431.11342
Th,1,431.12357
Th,1,431.13217
Th,1,431.157543
Th,1,431.162693
Th,1,431.17995
Th,2,431.2156
Th,1,431.298421
Th,1,431.299799
Th,2,431.330841
Th,1,431.3335
Th,1,431.34129
Th,2,431.35133
Th,1,431.36025
Th,1,431.37784
Th,2,431.38642
Th,2,431.4011
Th,1,431.4053
Th,1,431.41654
Th,1,431.42741
Th,1,431.43195
Th,1,431.4497
Th,1,431.48056
Th,1,431.50508
Th,1,431.525422
Th,1,431.54723
Th,2,431.5583
Th,2,431.57097
Th,2,431.59484
Th,1,431.610939
Th,1,431.62194
Th,1,431.63726
Th,2,431.72266
Th,1,431.7536
Th,2,431.767
Th,2,431.7756
Th,1,431.784
Th,2,431.82938
Th,2,431.841578
Th,1,431.85244
Th,2,431.8959
Th,2,431.90973
Th,1,431.91952
Th,1,431.98072
Th,2,432.012633
Th,2,432.04511
Th,1,432.055545
Th,2,432.059378
Th,2,432.06602
Th,1,432.07386
Th,1,432.09791
Th,2,432.10185
Th,1,432.12248
Th,1,432.14327
Th,1,432.17263
Th,2,432.2001
Th,1,432.2181
Th,2,432.2386
Th,2,432.27404
Th,2,432.30449
Th,2,432.3165
Th,1,432.36354
Th,1,432.42678
Th,2,432.4442
Th,1,432.48995
Th,2,432.49634
Th,2,432.5189
Th,1,432.527405
Th,2,432.5663
Th,1,432.585983
Th,2,432.592
Th,2,432.6179
Th,2,432.6341
Th,2,432.65829
Th,1,432.69774
Th,1,432.69774
Th,1,432.703508
Th,2,432.70932
Th,1,432.713437
Th,2,432.723113
Th,2,432.74494
Th,2,432.75461
Th,1,432.77145
Th,1,432.79828
Th,1,432.80533
Th,1,432.82227
Th,2,432.82849
Th,1,432.84359
Th,2,432.86878
Th,1,432.891532
Th,2,432.9107
Th,2,432.949125
Th,2,432.99108
Th,1,433.02118
Th,2,433.0351
Th,1,433.041192
Th,1,433.05658
Th,1,433.084366
Th,1,433.11813
Th,1,433.12911
Th,1,433.13247
Th,1,433.134477
Th,1,433.15835
Th,2,433.19247
Th,1,433.233946
Th,1,433.32835
Th,1,433.35539
Th,1,433.36502
Th,2,433.39369
Th,2,433.4254
Th,2,433.4316
Th,2,433.47451
Th,2,433.53129
Th,1,433.53487
Th,2,433.567835
Th,2,433.570922
Th,1,433.57331
Th,2,433.580178
Th,1,433.59933
Th,1,433.64604
Th,2,433.64975
Th,1,433.69864
Th,1,433.727726
Th,2,433.738297
Th,1,433.74138
Th,1,433.76384
Th,2,433.78636
Th,1,433.79702
Th,1,433.810774
Th,2,433.8383
Th,1,433.90134
Th,1,433.9069
Th,1,433.93763
Th,1,433.94501
Th,2,433.965
Th,1,433.9784
Th,1,433.987161
Th,1,433.99253
Th,1,434.08953
Th,2,434.10239
Th,2,434.1992
Th,1,434.20474
Th,2,434.225455
Th,2,434.22728
Th,1,434.244417
Th,1,434.26755
Th,1,434.29747
Th,2,434.3238
Th,1,434.338168
Th,2,434.36035
Th,1,434.36767
Th,2,434.395142
Th,2,434.432657
Th,1,434.46462
Th,2,434.4984
Th,2,434.50579
Th,1,434.51874
Th,1,434.56354
Th,1,434.57022
Th,1,434.585142
Th,2,434.62652
Th,1,434.641315
Th,1,434.643662
Th,2,434.7092
Th,2,434.71928
Th,2,434.72461
Th,2,434.743
Th,1,434.76385
Th,2,434.8236
Th,2,434.83169
Th,1,434.84032
Th,1,434.84981
Th,1,434.859819
Th,1,434.86472
Th,2,434.8713
Th,1,434.8828
Th,2,434.8943
Th,1,434.907214
Th,1,434.93462
Th,1,434.96296
Th,1,435.00891
Th,1,435.027168
Th,2,435.0572
Th,1,435.07326
Th,2,435.08293
Th,1,435.10184
Th,2,435.1073
Th,1,435.11217
Th,1,435.12719
Th,1,435.13045
Th,1,435.14642
Th,1,435.15041
Th,2,435.15242
Th,2,435.21863
Th,1,435.261213
Th,2,435.26799
Th,2,435.28201
Th,1,435.33137
Th,2,435.34006
Th,1,435.344854
Th,1,435.36963
Th,1,435.44824
Th,1,435.46601
Th,1,435.50124
Th,2,435.50837
Th,2,435.532044
Th,2,435.5911
Th,1,435.604445
Th,1,435.65481
Th,1,435.6835
Th,2,435.7074
Th,2,435.761317
Th,1,435.77715
Th,1,435.79753
Th,1,435.80795
Th,1,435.831998
Th,2,435.85349
Th,2,435.85551
Th,2,435.86686
Th,2,435.8819
Th,2,435.91286
Th,2,435.92856
Th,1,435.93719
Th,1,435.94061
Th,1,435.95578
Th,2,435.9804
Th,1,435.98379
Th,1,436.01672
Th,1,436.03715
Th,1,436.06821
Th,1,436.07178
Th,1,436.08251
Th,1,436.0991
Th,1,436.1201
Th,2,436.130704
Th,1,436.13472
Th,2,436.17944
Th,2,436.23621
Th,1,436.247207
Th,1,436.27217
Th,1,436.34334
Th,1,436.34998
Th,1,436.404
Th,2,436.4187
Th,1,436.44619
Th,1,436.45085
Th,2,436.49436
Th,1,436.50198
Th,1,436.53021
Th,1,436.54748
Th,1,436.593001
Th,1,436.61256
Th,1,436.68088
Th,1,436.71131
Th,1,436.71917
Th,1,436.728618
Th,1,436.7418
Th,1,436.8271
Th,2,436.8314
Th,1,436.83544
Th,2,436.8706
Th,1,436.89953
Th,2,436.9061
Th,1,436.928567
Th,2,436.93182
Th,1,436.94087
Th,1,436.94947
Th,1,436.9557
Th,1,436.96042
Th,1,436.987567
Th,1,437.00133
Th,1,437.00706
Th,1,437.02607
Th,2,437.0773
Th,1,437.09824
Th,1,437.11397
Th,1,437.13576
Th,2,437.1767
Th,1,437.2067
Th,2,437.20953
Th,1,437.26493
Th,2,437.2814
Th,1,437.303893
Th,1,437.31433
Th,1,437.32079
Th,1,437.34715
Th,1,437.38817
Th,2,437.390332
Th,1,437.401191
Th,1,437.412377
Th,1,437.47099
Th,2,437.478509
Th,1,437.488
Th,2,437.50321
Th,2,437.50882
Th,1,437.54032
Th,2,437.55894
Th,1,437.578
Th,1,437.584632
Th,1,437.62588
Th,2,437.64297
Th,1,437.66859
Th,2,437.7261
Th,2,437.73147
Th,1,437.74925
Th,1,437.76518
Th,1,437.79147
Th,1,437.8026
Th,1,437.817678
Th,1,437.83631
Th,2,437.88372
Th,2,437.8957
Th,1,437.90292
Th,2,437.9587
Th,1,437.98616
Th,2,437.99409
Th,1,437.99647
Th,2,438.0144
Th,1,438.028629
Th,1,438.07188
Th,1,438.08822
Th,1,438.113
Th,2,438.140174
Th,2,438.186008
Th,2,438.2007
Th,1,438.22043
Th,1,438.23861
Th,1,438.25261
Th,1,438.289334
Th,2,438.34483
Th,1,438.36021
Th,1,438.38698
Th,2,438.3933
Th,2,438.4019
Th,1,438.40192
Th,1,438.46032
Th,1,438.465599
Th,1,438.52488
Th,1,438.57535
Th,2,438.6107
Th,1,438.61372
Th,1,438.62722
Th,1,438.70276
Th,1,438.70614
Th,2,438.71071
Th,2,438.7479
Th,1,438.773414
Th,3,438.783684
Th,1,438.81014
Th,2,438.84006
Th,1,438.85411
Th,1,438.8569
Th,1,438.86609
Th,1,438.8968
Th,1,438.9234
Th,1,438.9308
Th,2,438.9438
Th,1,438.96543
Th,1,438.96845
Th,1,439.01769
Th,2,439.0409
Th,2,439.058
Th,1,439.06131
Th,1,439.08634
Th,2,439.111045
Th,2,439.11601
Th,1,439.138928
Th,1,439.15296
Th,1,439.24641
Th,1,439.24967
Th,2,439.2611
Th,1,439.297395
Th,2,439.30532
Th,1,439.3131
Th,1,439.375895
Th,1,439.44377
Th,1,439.48355
Th,2,439.48945
Th,1,439.5674
Th,1,439.61393
Th,2,439.647831
Th,1,439.70097
Th,1,439.71024
Th,2,439.71215
Th,1,439.71215
Th,2,439.726
Th,2,439.7752
Th,2,439.791491
Th,2,439.802
Th,1,439.8224
Th,1,439.82714
Th,2,439.8837
Th,1,439.90255
Th,2,439.90939
Th,1,439.9406
Th,1,439.94624
Th,1,439.9583
Th,1,439.996877
Th,2,440.03862
Th,2,440.0646
Th,2,440.105
Th,1,440.11516
Th,2,440.12071
Th,1,440.15811
Th,2,440.16616
Th,1,440.17218
Th,2,440.19897
Th,1,440.224516
Th,1,440.23035
Th,1,440.24465
Th,1,440.26
Th,2,440.27341
Th,1,440.28307
Th,1,440.292704
Th,1,440.34237
Th,1,440.37139
Th,1,440.41128
Th,1,440.42037
Th,1,440.44741
Th,2,440.4917
Th,2,440.5724
Th,1,440.58484
Th,1,440.59973
Th,2,440.6329
Th,2,440.64267
Th,3,440.66685
Th,2,440.6785
Th,1,440.69076
Th,2,440.6997
Th,2,440.751
Th,1,440.8251
Th,1,440.848221
Th,1,440.8564
Th,1,440.888275
Th,1,440.89485
Th,2,440.90088
Th,1,440.97176
Th,1,440.9899
Th,2,441.04084
Th,2,441.04877
Th,1,441.11363
Th,1,441.15764
Th,2,441.16387
Th,1,441.22701
Th,2,441.252996
Th,1,441.256842
Th,2,441.273922
Th,2,441.27991
Th,2,441.289294
Th,1,441.33391
Th,2,441.33745
Th,1,441.35891
Th,1,441.36324
Th,1,441.41421
Th,1,441.42142
Th,1,441.448629
Th,2,441.46238
Th,1,441.4767
Th,2,441.4853
Th,2,441.5592
Th,2,441.6237
Th,1,441.684475
Th,1,441.6947
Th,2,441.70325
Th,1,441.72222
Th,1,441.75242
Th,1,441.79953
Th,1,441.82011
Th,1,441.84157
Th,1,441.85496
Th,2,441.86617
Th,2,441.90055
Th,2,441.93173
Th,1,441.97692
Th,1,442.01123
Th,1,442.025708
Th,1,442.07319
Th,2,442.0737
Th,1,442.078136
Th,1,442.0808
Th,1,442.0845
Th,1,442.09262
Th,1,442.11574
Th,1,442.154385
Th,1,442.15812
Th,2,442.1664
Th,2,442.18312
Th,1,442.204792
Th,2,442.27828
Th,1,442.28871
Th,1,442.32632
Th,1,442.35279
Th,1,442.372022
Th,2,442.39007
Th,2,442.3933
Th,1,442.42432
Th,1,442.45394
Th,1,442.4661
Th,1,442.483725
Th,1,442.48972
Th,2,442.51158
Th,2,442.59843
Th,1,442.60189
Th,2,442.605
Th,1,442.72311
Th,1,442.75285
Th,1,442.75664
Th,2,442.76544
Th,2,442.7786
Th,1,442.855359
Th,1,442.87442
Th,1,442.8828
Th,1,442.888329
Th,2,442.92568
Th,1,442.9353
Th,1,442.95442
Th,2,442.95898
Th,1,442.96348
Th,1,442.97221
Th,1,442.98227
Th,1,442.99782
Th,1,443.01429
Th,1,443.14147
Th,1,443.16074
Th,2,443.1628
Th,1,443.225206
Th,2,443.242
Th,1,443.26926
Th,2,443.296283
Th,2,443.30134
Th,1,443.30451
Th,1,443.349068
Th,2,443.3723
Th,2,443.40575
Th,1,443.40751
Th,2,443.4332
Th,2,443.4516
Th,2,443.48266
Th,1,443.52944
Th,1,443.5705
Th,2,443.58977
Th,2,443.60484
Th,2,443.61425
Th,2,443.628438
Th,2,443.6375
Th,2,443.65511
Th,1,443.6996
Th,1,443.74448
Th,2,443.7722
Th,1,443.79202
Th,1,443.80906
Th,1,443.83007
Th,1,443.85562
Th,1,443.87464
Th,1,443.90001
Th,2,443.90723
Th,2,443.912365
Th,1,443.98569
Th,1,444.027436
Th,1,444.035346
Th,1,444.04941
Th,2,444.057368
Th,2,444.086588
Th,1,444.1149
Th,1,444.11948
Th,1,444.15091
Th,1,444.160841
Th,1,444.16589
Th,2,444.1905
Th,2,444.237
Th,1,444.25139
Th,1,444.27408
Th,2,444.308633
Th,1,444.32013
Th,1,444.349
Th,1,444.366564
Th,1,444.37675
Th,1,444.39401
Th,2,444.49823
Th,1,444.503383
Th,1,444.5288
Th,1,444.531571
Th,1,444.54464
Th,1,444.590112
Th,1,444.64154
Th,1,444.64496
Th,1,444.65835
Th,1,444.67425
Th,3,444.68006
Th,1,444.72296
Th,1,444.77832
Th,2,444.7787
Th,2,444.783461
Th,1,444.80307
Th,2,444.8133
Th,2,444.85541
Th,1,444.89221
Th,1,444.94355
Th,1,445.0066
Th,1,445.02381
Th,1,445.07647
Th,1,445.080397
Th,2,445.10493
Th,1,445.12673
Th,1,445.13597
Th,1,445.17396
Th,1,445.18711
Th,1,445.24364
Th,1,445.256547
Th,2,445.2791
Th,1,445.31907
Th,1,445.31907
Th,2,445.32888
Th,1,445.36321
Th,1,445.38594
Th,1,445.41392
Th,2,445.45133
Th,1,445.47332
Th,2,445.50448
Th,1,445.5148
Th,1,445.52932
Th,2,445.5294
Th,2,445.5424
Th,1,445.55739
Th,2,445.5576
Th,2,445.57131
Th,1,445.58679
Th,1,445.62871
Th,1,445.64802
Th,2,445.6708
Th,1,445.68065
