element,sp_num,nm
Co,2,505.07088
Co,2,505.13213
Co,2,505.55349
Co,2,505.74154
Co,2,506.0317
Co,2,506.70994
Co,2,506.98852
Co,2,507.3254
Co,2,507.51136
Co,2,507.51965
Co,2,507.70644
Co,2,507.70644
Co,2,508.1638
Co,2,508.24368
Co,2,508.31893
Co,2,508.3431
Co,2,508.362
Co,2,508.36727
Co,2,508.92658
Co,2,508.92658
Co,2,508.9866
Co,2,508.9866
Co,2,509.01515
Co,2,509.08724
Co,2,509.08724
Co,2,509.15795
Co,2,509.1854
Co,2,509.20486
Co,2,509.22289
Co,2,509.22289
Co,2,509.34802
Co,2,509.4122
Co,2,509.4274
Co,2,509.44302
Co,2,509.50686
Co,2,509.52688
Co,2,509.68937
Co,2,509.70187
Co,2,509.7609
Co,2,509.9212
Co,2,510.01373
Co,2,510.03761
Co,2,510.0774
Co,2,510.13011
Co,2,510.13011
Co,2,510.32656
Co,2,510.33412
Co,2,510.37711
Co,2,510.45701
Co,2,510.63947
Co,2,510.71384
Co,2,510.71384
Co,2,510.75364
Co,2,510.80463
Co,2,510.89012
Co,2,511.05121
Co,2,511.05121
Co,2,511.31555
Co,2,511.395
Co,2,511.77155
Co,2,511.77977
Co,2,511.99189
Co,2,512.16937
Co,2,512.3745
Co,2,512.42
Co,2,512.42
Co,2,512.53509
Co,2,512.9202
Co,2,512.99722
Co,2,513.19939
Co,2,513.56811
Co,2,513.6105
Co,2,514.23417
Co,2,514.39076
Co,2,514.45924
Co,2,514.532
Co,2,514.532
Co,2,514.56275
Co,1,514.674
Co,2,514.72181
Co,2,514.77519
Co,2,515.06022
Co,2,515.06755
Co,2,515.25895
Co,2,515.26928
Co,2,515.27592
Co,2,515.41053
Co,2,515.41053
Co,2,515.84985
Co,2,515.93515
Co,2,515.94109
Co,2,516.04538
Co,2,516.31505
Co,2,516.45407
Co,2,516.75565
Co,2,516.887
Co,2,516.98649
Co,2,517.06831
Co,2,517.215
Co,2,517.29755
Co,2,517.5268
Co,2,517.69484
Co,2,517.73801
Co,2,517.75198
Co,2,517.8394
Co,2,518.14283
Co,2,518.39786
Co,2,518.53115
Co,2,518.60251
Co,2,518.65204
Co,2,519.05225
Co,2,519.19219
Co,2,519.3807
Co,2,519.8165
Co,2,519.9388
Co,2,519.95128
Co,2,519.969
Co,2,519.969
Co,2,520.152
Co,2,520.7823
Co,2,520.81106
Co,2,520.81106
Co,2,521.16894
Co,2,521.24217
Co,1,521.271
Co,2,521.4346
Co,2,521.5932
Co,2,521.70557
Co,2,522.0545
Co,2,522.3972
Co,2,522.84207
Co,2,522.84207
Co,2,522.9088
Co,2,522.9088
Co,1,523.022
Co,2,523.0489
Co,2,523.11065
Co,2,523.35947
Co,1,523.521
Co,2,523.56068
Co,2,523.9015
Co,2,523.9015
Co,2,523.943
Co,2,523.94953
Co,2,524.1011
Co,2,524.2886
Co,2,524.397
Co,2,524.5537
Co,2,524.7576
Co,1,524.793
Co,2,524.8539
Co,2,524.93636
Co,2,525.12182
Co,2,525.1818
Co,2,525.20704
Co,2,525.2584
Co,2,525.3302
Co,2,525.4919
Co,2,525.5268
Co,2,525.6616
Co,2,525.71741
Co,2,525.9022
Co,2,525.94418
Co,2,526.48124
Co,1,526.6302
Co,1,526.649
Co,1,526.8498
Co,2,527.01688
Co,2,527.01688
Co,2,527.21382
Co,2,527.51983
Co,2,528.06263
Co,1,528.065
Co,2,529.3657
Co,2,529.7237
Co,1,530.106
Co,2,531.19803
Co,2,531.2649
Co,2,531.4865
Co,2,532.4103
Co,2,532.417
Co,2,532.4744
Co,2,532.69862
Co,2,533.05432
Co,2,533.0635
Co,2,533.16741
Co,2,533.2845
Co,2,533.3752
Co,2,533.5172
Co,2,533.9058
Co,2,533.99185
Co,2,533.99881
Co,1,534.271
Co,1,534.3383
Co,2,534.45655
Co,2,534.68466
Co,2,534.6972
Co,2,534.87115
Co,2,535.13902
Co,1,535.205
Co,1,535.35
Co,2,536.0623
Co,2,536.4484
Co,2,536.85895
Co,1,536.958
Co,2,536.98704
Co,2,538.26155
Co,2,538.4353
Co,2,539.3203
Co,2,539.67255
Co,2,540.5146
Co,2,540.5232
Co,2,541.17861
Co,2,541.17861
Co,2,541.47883
Co,2,541.4854
Co,2,541.657
Co,2,542.38274
Co,2,542.6572
Co,2,542.67596
Co,2,543.7696
Co,2,546.1124
Co,2,547.1691
Co,2,547.4414
Co,1,548.334
Co,2,548.942
Co,2,548.942
Co,2,549.8667
Co,2,550.02745
Co,2,550.52771
Co,2,550.6635
Co,2,551.7786
Co,2,551.788
Co,2,552.7195
Co,1,553.077
Co,2,557.76461
Co,2,559.19036
Co,2,559.38169
Co,2,559.95
Co,2,560.13
Co,2,561.10881
Co,2,561.64218
Co,1,564.722
Co,2,566.8633
Co,2,567.0381
Co,2,567.5085
Co,2,568.8179
Co,2,568.93129
Co,2,572.5533
Co,2,576.9579
Co,2,577.14674
Co,2,577.1848
Co,2,578.13519
Co,2,578.13519
Co,2,579.34158
Co,2,579.8561
Co,2,581.10158
Co,2,581.16688
Co,2,581.60426
Co,2,581.67
Co,2,581.85194
Co,2,582.0924
Co,2,582.0924
Co,2,582.68475
Co,2,582.8975
Co,2,591.4775
Co,2,593.0079
Co,2,594.0485
Co,1,599.188
Co,2,600.63466
Co,2,601.3505
Co,2,601.949
Co,2,603.18296
Co,2,605.1085
Co,2,606.45439
Co,1,608.244
Co,2,609.9081
Co,2,609.91733
Co,2,611.0553
Co,2,611.25456
Co,2,611.8718
Co,2,615.81949
Co,2,620.5724
Co,2,622.94274
Co,2,625.7002
Co,2,628.004
Co,1,628.263
Co,2,635.7711
Co,2,637.17913
Co,2,637.37856
Co,2,642.58716
Co,1,645.024
Co,1,645.5
Co,2,646.5455
Co,2,646.661
Co,2,650.29024
Co,2,652.21064
Co,2,653.87094
Co,2,653.87205
Co,2,654.2737
Co,2,654.76029
Co,1,656.342
Co,2,657.1305
Co,2,657.62238
Co,2,659.0422
Co,2,659.9838
Co,2,660.22245
Co,2,661.47808
Co,2,662.16287
Co,2,662.8216
Co,1,663.244
Co,2,665.8118
Co,2,666.6406
Co,2,667.57832
Co,2,668.16928
Co,2,669.6308
Co,1,681.494
Co,2,683.3377
Co,1,687.24
Co,2,689.206
Co,2,689.63
Co,2,699.7316
Co,1,705.289
Co,1,708.499
Co,2,715.786
Co,2,726.6112
Co,1,741.738
Co,2,742.4356
Co,2,743.94101
Co,2,747.135
Co,2,750.4087
Co,2,758.2514
Co,2,761.02885
Co,2,761.29306
Co,2,761.989
Co,2,762.093
Co,2,762.521
Co,2,766.2345
Co,2,767.12343
Co,2,767.93685
Co,1,771.268
Co,2,773.303
Co,2,774.4044
Co,2,776.8325
Co,2,778.40324
Co,2,786.5711
Co,2,787.97654
Co,2,790.5526
Co,1,790.8679
Co,2,791.0951
Co,2,794.48803
Co,2,797.3943
Co,1,798.736
Co,2,799.78382
Co,2,800.6776
Co,1,800.727
Co,2,801.34235
Co,2,801.863
Co,2,804.9312
Co,2,807.58249
Co,2,809.1506
Co,1,809.396
Co,2,811.7815
Co,2,812.6614
Co,2,813.0858
Co,2,819.1172
Co,2,821.5998
Co,2,825.7818
Co,2,829.6453
Cr,1,390.29092
Cr,1,390.31611
Cr,1,390.4006
Cr,1,390.4407
Cr,2,390.56439
Cr,1,390.645
Cr,1,390.694
Cr,1,390.72421
Cr,1,390.7777
Cr,1,390.87561
Cr,1,390.998
Cr,1,391.056
Cr,1,391.0724
Cr,1,391.104
Cr,1,391.18335
Cr,1,391.201
Cr,1,391.236
Cr,1,391.279
Cr,1,391.39
Cr,1,391.47
Cr,1,391.4948
Cr,1,391.5203
Cr,1,391.58393
Cr,1,391.62386
Cr,1,391.69713
Cr,1,391.75951
Cr,1,391.785
Cr,1,391.80888
Cr,1,391.91586
Cr,1,392.10207
Cr,1,392.15
Cr,1,392.214
Cr,1,392.244
Cr,1,392.326
Cr,1,392.326
Cr,1,392.3345
Cr,1,392.366
Cr,1,392.404
Cr,1,392.468
Cr,1,392.565
Cr,1,392.6
Cr,1,392.66406
Cr,1,392.796
Cr,1,392.816
Cr,1,392.86374
Cr,1,392.966
Cr,1,392.966
Cr,1,393.117
Cr,1,393.201
Cr,1,393.248
Cr,1,393.32
Cr,1,393.555
Cr,1,393.6115
Cr,1,393.624
Cr,1,393.624
Cr,1,393.745
Cr,1,393.745
Cr,1,393.8352
Cr,1,393.8352
Cr,1,393.8352
Cr,1,393.898
Cr,1,393.9302
Cr,1,393.981
Cr,1,394
Cr,1,394.0245
Cr,1,394.054
Cr,1,394.054
Cr,1,394.09
Cr,1,394.11485
Cr,1,394.14876
Cr,1,394.282
Cr,1,394.32097
Cr,1,394.36112
Cr,1,394.38
Cr,1,394.42452
Cr,1,394.54902
Cr,1,394.55583
Cr,1,394.59603
Cr,1,394.712
Cr,1,394.885
Cr,1,394.96132
Cr,1,394.9655
Cr,1,395.032
Cr,1,395.10925
Cr,1,395.1767
Cr,1,395.2398
Cr,1,395.3172
Cr,2,395.3688
Cr,1,395.383
Cr,1,395.494
Cr,1,395.494
Cr,1,395.6075
Cr,1,395.62919
Cr,1,395.762
Cr,1,395.8072
Cr,1,395.841
Cr,2,395.85677
Cr,1,395.914
Cr,1,396.0757
Cr,1,396.2189
Cr,1,396.28
Cr,1,396.28
Cr,1,396.36839
Cr,1,396.399
Cr,1,396.399
Cr,1,396.43455
Cr,1,396.465
Cr,1,396.491
Cr,1,396.594
Cr,1,396.716
Cr,1,396.864
Cr,1,396.90572
Cr,1,396.97427
Cr,1,397.00597
Cr,1,397.039
Cr,1,397.073
Cr,1,397.12484
Cr,1,397.235
Cr,1,397.26838
Cr,1,397.308
Cr,1,397.308
Cr,1,397.376
Cr,1,397.503
Cr,1,397.503
Cr,1,397.556
Cr,1,397.60141
Cr,1,397.6308
Cr,1,397.66587
Cr,1,397.67014
Cr,1,397.86771
Cr,1,397.9201
Cr,1,397.93204
Cr,2,397.95168
Cr,1,397.979
Cr,1,398.07
Cr,1,398.12313
Cr,1,398.193
Cr,1,398.2613
Cr,1,398.323
Cr,1,398.38989
Cr,1,398.43318
Cr,1,398.43762
Cr,1,398.465
Cr,1,398.503
Cr,1,398.503
Cr,2,398.84707
Cr,1,398.865
Cr,1,398.977
Cr,1,398.977
Cr,1,398.99779
Cr,1,399.016
Cr,1,399.11135
Cr,1,399.1668
Cr,1,399.21026
Cr,1,399.284
Cr,1,399.39606
Cr,1,399.4317
Cr,2,399.5799
Cr,1,399.6277
Cr,1,399.684
Cr,1,399.71122
Cr,1,399.776
Cr,1,399.792
Cr,1,399.792
Cr,1,399.88527
Cr,1,400.06
Cr,1,400.14372
Cr,2,400.32811
Cr,1,400.39123
Cr,1,400.4697
Cr,1,400.743
Cr,1,400.9411
Cr,1,401.0836
Cr,1,401.0983
Cr,1,401.0983
Cr,1,401.2
Cr,1,401.24696
Cr,2,401.25131
Cr,1,401.444
Cr,1,401.46654
Cr,1,401.626
Cr,1,401.66
Cr,1,401.6824
Cr,1,401.82115
Cr,1,402.1385
Cr,1,402.1385
Cr,1,402.22597
Cr,1,402.257
Cr,1,402.343
Cr,1,402.37336
Cr,1,402.403
Cr,1,402.45648
Cr,1,402.50034
Cr,1,402.54457
Cr,1,402.595
Cr,1,402.61641
Cr,1,402.62074
Cr,1,402.70952
Cr,1,402.761
Cr,1,402.784
Cr,1,402.80423
Cr,1,402.809
Cr,1,402.8467
Cr,1,402.8467
Cr,1,403.06764
Cr,1,403.11214
Cr,1,403.218
Cr,1,403.218
Cr,1,403.263
Cr,1,403.32672
Cr,1,403.394
Cr,1,403.39737
Cr,1,403.51985
Cr,1,403.588
Cr,1,403.68072
Cr,1,403.72515
Cr,1,403.72944
Cr,2,403.79781
Cr,1,403.88258
Cr,1,403.90906
Cr,1,403.92953
Cr,1,403.958
Cr,1,404.0753
Cr,1,404.104
Cr,1,404.17964
Cr,1,404.22425
Cr,1,404.292
Cr,1,404.36564
Cr,1,404.36838
Cr,1,404.4152
Cr,1,404.512
Cr,1,404.512
Cr,1,404.547
Cr,1,404.575
Cr,1,404.61854
Cr,1,404.67563
Cr,1,404.87797
Cr,1,404.9083
Cr,2,404.91001
Cr,1,404.97738
Cr,1,405.0022
Cr,2,405.19355
Cr,2,405.40788
Cr,1,405.48
Cr,1,405.60422
Cr,1,405.6779
Cr,1,405.7126
Cr,1,405.7214
Cr,1,405.783
Cr,1,405.87693
Cr,1,406.06487
Cr,1,406.284
Cr,1,406.308
Cr,1,406.4582
Cr,1,406.494
Cr,1,406.57036
Cr,1,406.661
Cr,1,406.661
Cr,1,406.68585
Cr,1,406.69328
Cr,1,406.7346
Cr,1,406.7346
Cr,1,406.7346
Cr,1,406.79
Cr,1,406.87
Cr,1,406.935
Cr,1,406.968
Cr,1,407.0065
Cr,2,407.08457
Cr,1,407.09881
Cr,1,407.11
Cr,1,407.225
Cr,2,407.25564
Cr,1,407.27638
Cr,1,407.332
Cr,1,407.435
Cr,1,407.4857
Cr,1,407.5912
Cr,1,407.60486
Cr,2,407.6858
Cr,1,407.70798
Cr,1,407.74594
Cr,2,407.75215
Cr,1,407.7679
Cr,1,407.8095
Cr,1,407.8475
Cr,1,407.904
Cr,1,407.97
Cr,1,408.02167
Cr,1,408.0564
Cr,1,408.17318
Cr,1,408.1896
Cr,2,408.22891
Cr,1,408.332
Cr,1,408.43
Cr,1,408.50174
Cr,1,408.571
Cr,1,408.59269
Cr,1,408.605
Cr,2,408.61279
Cr,1,408.69393
Cr,1,408.79
Cr,1,408.8766
Cr,1,408.9627
Cr,1,408.9627
Cr,1,409.007
Cr,1,409.0278
Cr,1,409.04653
Cr,1,409.2178
Cr,1,409.3059
Cr,1,409.331
Cr,1,409.462
Cr,1,409.462
Cr,1,409.49614
Cr,1,409.76426
Cr,1,409.789
Cr,1,409.802
Cr,1,409.90095
Cr,1,410.11549
Cr,1,410.222
Cr,1,410.302
Cr,1,410.302
Cr,1,410.38262
Cr,1,410.429
Cr,1,410.48591
Cr,1,410.60267
Cr,1,410.669
Cr,1,410.83884
Cr,1,410.95748
Cr,1,410.995
Cr,1,411.095
Cr,1,411.095
Cr,2,411.09818
Cr,2,411.10109
Cr,1,411.13505
Cr,1,411.16
Cr,2,411.32155
Cr,1,411.532
Cr,1,411.532
Cr,1,411.532
Cr,1,411.805
Cr,1,411.94197
Cr,1,411.954
Cr,1,411.969
Cr,1,412.011
Cr,1,412.06132
Cr,1,412.1487
Cr,1,412.18157
Cr,1,412.21585
Cr,1,412.287
Cr,1,412.33822
Cr,1,412.435
Cr,1,412.435
Cr,1,412.457
Cr,1,412.544
Cr,1,412.55569
Cr,1,412.60866
Cr,1,412.65121
Cr,1,412.69173
Cr,1,412.72869
Cr,1,412.76357
Cr,1,412.808
Cr,1,412.83874
Cr,1,412.91837
Cr,1,413.01
Cr,1,413.0454
Cr,1,413.1356
Cr,1,413.21605
Cr,2,413.2411
Cr,1,413.43814
Cr,1,413.505
Cr,1,413.584
Cr,1,413.7374
Cr,1,413.792
Cr,1,413.795
Cr,1,413.918
Cr,1,413.928
Cr,1,414.071
Cr,1,414.21861
Cr,1,414.24535
Cr,1,414.455
Cr,1,414.501
Cr,1,414.549
Cr,2,414.57787
Cr,1,414.61989
Cr,1,414.64606
Cr,1,414.6683
Cr,1,414.755
Cr,1,414.774
Cr,1,414.849
Cr,1,414.9453
Cr,1,415.048
Cr,1,415.102
Cr,1,415.1575
Cr,1,415.205
Cr,1,415.2765
Cr,1,415.30632
Cr,1,415.38134
Cr,1,415.417
Cr,1,415.499
Cr,1,415.725
Cr,1,415.889
Cr,1,416.003
Cr,1,416.061
Cr,1,416.082
Cr,1,416.14145
Cr,1,416.178
Cr,1,416.248
Cr,1,416.315
Cr,1,416.36187
Cr,1,416.391
Cr,1,416.55149
Cr,1,416.644
Cr,1,416.7811
Cr,1,416.8309
Cr,1,416.9841
Cr,1,417.0214
Cr,1,417.075
Cr,1,417.1676
Cr,2,417.19104
Cr,1,417.2517
Cr,1,417.2517
Cr,2,417.26003
Cr,1,417.27677
Cr,1,417.27677
Cr,1,417.3877
Cr,1,417.4159
Cr,1,417.496
Cr,1,417.5235
Cr,1,417.59493
Cr,1,417.66688
Cr,1,417.7166
Cr,1,417.746
Cr,1,417.784
Cr,1,417.784
Cr,1,417.798
Cr,1,417.807
Cr,1,417.836
Cr,1,417.852
Cr,1,417.878
Cr,1,417.90362
Cr,1,417.92558
Cr,1,417.942
Cr,2,417.9421
Cr,1,417.978
Cr,1,418.052
Cr,1,418.154
Cr,1,418.3071
Cr,1,418.4662
Cr,1,418.49001
Cr,1,418.504
Cr,1,418.53454
Cr,1,418.6343
Cr,1,418.6343
Cr,1,418.659
Cr,1,418.6888
Cr,1,418.99596
Cr,1,419.0132
Cr,1,419.06586
Cr,1,419.12711
Cr,1,419.17502
Cr,1,419.21049
Cr,1,419.36619
Cr,1,419.38829
Cr,1,419.49502
Cr,2,419.54152
Cr,1,419.559
Cr,1,419.72328
Cr,1,419.745
Cr,1,419.7824
Cr,1,419.802
Cr,1,419.8523
Cr,1,420.01008
Cr,1,420.305
Cr,1,420.3589
Cr,1,420.42042
Cr,1,420.4465
Cr,1,420.504
Cr,1,420.622
Cr,1,420.68952
Cr,2,420.73628
Cr,1,420.7503
Cr,1,420.81
Cr,1,420.83535
Cr,1,420.85
Cr,1,420.91734
Cr,1,420.93643
Cr,1,420.97548
Cr,1,421.042
Cr,1,421.07591
Cr,1,421.13237
Cr,1,421.13663
Cr,1,421.15272
Cr,1,421.31754
Cr,1,421.41446
Cr,1,421.41915
Cr,1,421.5
Cr,1,421.531
Cr,2,421.57406
Cr,1,421.62
Cr,1,421.63583
Cr,1,421.76083
Cr,1,421.903
Cr,1,421.961
Cr,1,422.04466
Cr,1,422.15707
Cr,1,422.15707
Cr,1,422.2728
Cr,1,422.3468
Cr,2,422.35732
Cr,1,422.45104
Cr,1,422.45104
Cr,2,422.48538
Cr,1,422.67503
Cr,1,423.02796
Cr,1,423.04708
Cr,1,423.103
Cr,1,423.1335
Cr,1,423.1515
Cr,1,423.165
Cr,1,423.2233
Cr,1,423.28503
Cr,2,423.3248
Cr,1,423.45156
Cr,1,423.478
Cr,1,423.55
Cr,1,423.55
Cr,1,423.59978
Cr,1,423.679
Cr,1,423.725
Cr,1,423.77019
Cr,1,423.89491
Cr,1,424.033
Cr,1,424.07072
Cr,2,424.236595
Cr,1,424.241
Cr,1,424.28306
Cr,1,424.434
Cr,1,424.434
Cr,1,424.478
Cr,1,424.478
Cr,1,424.566
Cr,2,424.56975
Cr,1,424.83302
Cr,1,424.849
Cr,1,424.86998
Cr,1,424.87437
Cr,1,424.968
Cr,1,425.13782
Cr,1,425.15
Cr,1,425.22249
Cr,2,425.26245
Cr,1,425.43517
Cr,1,425.498
Cr,1,425.54995
Cr,1,425.66124
Cr,1,425.73476
Cr,1,425.91186
Cr,1,426.018
Cr,1,426.1337
Cr,1,426.16138
Cr,2,426.191683
Cr,1,426.21229
Cr,1,426.23637
Cr,1,426.31382
Cr,1,426.411
Cr,1,426.411
Cr,1,426.67999
Cr,1,426.87874
Cr,1,426.902
Cr,1,426.902
Cr,2,426.92711
Cr,1,426.954
Cr,1,426.99505
Cr,1,427.10617
Cr,1,427.12
Cr,1,427.29031
Cr,1,427.401
Cr,1,427.48117
Cr,2,427.556085
Cr,1,427.598
Cr,1,427.78
Cr,1,427.78
Cr,1,427.917
Cr,1,428.01727
Cr,1,428.04034
Cr,1,428.065
Cr,1,428.065
Cr,1,428.089
Cr,1,428.104
Cr,1,428.275
Cr,1,428.275
Cr,1,428.3004
Cr,1,428.317
Cr,1,428.4
Cr,2,428.41904
Cr,1,428.4711
Cr,1,428.482
Cr,1,428.8404
Cr,1,428.856
Cr,1,428.97307
Cr,1,429.19582
Cr,1,429.342
Cr,1,429.35427
Cr,1,429.484
Cr,1,429.543
Cr,1,429.57493
Cr,1,429.58296
Cr,1,429.611
Cr,1,429.6276
Cr,1,429.638
Cr,1,429.6613
Cr,1,429.70466
Cr,1,429.77325
Cr,1,429.8048
Cr,1,429.97015
Cr,1,429.98912
Cr,1,430.028
Cr,1,430.05025
Cr,1,430.11744
Cr,1,430.2784
Cr,1,430.4331
Cr,1,430.4737
Cr,1,430.4737
Cr,1,430.54379
Cr,2,430.69137
Cr,1,430.74761
Cr,1,430.76663
Cr,1,430.973
Cr,2,431.18182
Cr,2,431.2328
Cr,1,431.24674
Cr,1,431.2772
Cr,1,431.53824
Cr,2,431.54564
Cr,1,431.56065
Cr,1,431.688
Cr,2,431.70562
Cr,1,431.7901
Cr,1,431.805
Cr,1,431.8615
Cr,1,431.9308
Cr,1,431.96295
Cr,1,432.05725
Cr,2,432.06793
Cr,1,432.12362
Cr,1,432.16145
Cr,1,432.3847
Cr,1,432.46208
Cr,1,432.50613
Cr,2,432.55343
Cr,1,432.56262
Cr,1,432.8007
Cr,1,432.886
Cr,2,433.02185
Cr,1,433.076
Cr,1,433.213
Cr,1,433.224
Cr,1,433.25557
Cr,2,433.43158
Cr,1,433.515
Cr,1,433.578
Cr,1,433.655
Cr,1,433.725
Cr,1,433.7557
Cr,1,433.8772
Cr,1,433.94463
Cr,1,433.97105
Cr,1,434.01277
Cr,1,434.1196
Cr,1,434.14519
Cr,1,434.3167
Cr,1,434.45016
Cr,1,434.50747
Cr,1,434.5808
Cr,1,434.68185
Cr,1,434.7491
Cr,1,435.10495
Cr,1,435.17625
Cr,1,435.328
Cr,1,435.3939
Cr,1,435.528
Cr,1,435.656
Cr,1,435.67554
Cr,1,435.752
Cr,1,435.857
Cr,1,435.86527
Cr,1,435.96246
Cr,1,435.99118
Cr,1,435.99911
Cr,1,436.0955
Cr,1,436.145
Cr,1,436.208
Cr,1,436.29521
Cr,1,436.3129
Cr,1,436.3693
Cr,1,436.409
Cr,1,436.4141
Cr,1,436.48809
Cr,1,436.63009
Cr,1,436.662
Cr,1,436.7307
Cr,1,436.82542
Cr,1,436.835
Cr,1,436.8647
Cr,1,436.89148
Cr,1,436.9122
Cr,1,436.9624
Cr,1,437.044
Cr,1,437.07628
Cr,1,437.087
Cr,1,437.12748
Cr,1,437.231
Cr,1,437.32549
Cr,1,437.36462
Cr,1,437.41537
Cr,1,437.53303
Cr,1,437.67953
Cr,1,437.75441
Cr,1,437.97763
Cr,1,438.05558
Cr,1,438.0793
Cr,1,438.11097
Cr,1,438.247
Cr,1,438.254
Cr,1,438.28549
Cr,1,438.4373
Cr,1,438.49751
Cr,1,438.53
Cr,2,438.54609
Cr,1,438.6465
Cr,1,438.6934
Cr,1,438.73749
Cr,1,438.74949
Cr,1,439.007
Cr,1,439.053
Cr,1,439.082
Cr,1,439.17509
Cr,1,439.2257
Cr,1,439.3369
Cr,1,439.35269
Cr,1,439.4188
Cr,1,439.467
Cr,1,439.484
Cr,1,439.484
Cr,1,439.5416
Cr,1,439.616
Cr,2,439.64592
Cr,1,439.72366
Cr,1,439.904
Cr,1,439.98111
Cr,1,440.33708
Cr,1,440.34936
Cr,1,440.62688
Cr,1,440.667
Cr,1,440.667
Cr,2,440.67469
Cr,1,440.7027
Cr,1,440.77111
Cr,1,440.9565
Cr,1,441.02977
Cr,1,441.09614
Cr,1,441.10878
Cr,1,441.2251
Cr,1,441.2996
Cr,2,441.34271
Cr,1,441.38551
Cr,1,441.4065
Cr,1,441.438
Cr,1,441.447
Cr,2,441.66709
Cr,1,441.724
Cr,1,441.771
Cr,1,441.90998
Cr,2,441.94239
Cr,2,441.96146
Cr,2,441.97868
Cr,1,442.034
Cr,1,442.0963
Cr,2,442.09851
Cr,1,442.2689
Cr,1,442.33145
Cr,1,442.367
Cr,1,442.367
Cr,1,442.40757
Cr,1,442.42784
Cr,1,442.4497
Cr,2,442.48888
Cr,1,442.51269
Cr,1,442.561
Cr,1,442.6653
Cr,1,442.6653
Cr,1,442.702
Cr,1,442.7709
Cr,1,442.85033
Cr,1,442.954
Cr,1,442.99239
Cr,1,443.04692
Cr,1,443.21663
Cr,1,443.27589
Cr,1,443.341
Cr,1,443.39529
Cr,1,443.4474
Cr,1,443.4753
Cr,1,443.644
Cr,1,443.649
Cr,1,443.649
Cr,1,443.823
Cr,1,443.823
Cr,1,443.934
Cr,1,444.102
Cr,1,444.22678
Cr,1,444.37077
Cr,1,444.785
Cr,1,444.961
Cr,1,445.3309
Cr,1,445.54524
Cr,1,445.619
Cr,1,445.636
Cr,1,445.85065
Cr,1,445.85429
Cr,1,445.93754
Cr,1,445.97343
Cr,1,446.07731
Cr,1,446.13052
Cr,1,446.209
Cr,2,446.21462
Cr,1,446.2769
Cr,1,446.4662
Cr,1,446.49023
Cr,1,446.5128
Cr,1,446.53486
Cr,1,446.61583
Cr,1,446.732
Cr,1,446.7556
Cr,1,446.8376
Cr,1,446.865
Cr,1,446.9765
Cr,1,446.984
Cr,1,447.0442
Cr,1,447.378
Cr,1,447.3827
Cr,1,447.536
Cr,1,447.536
Cr,2,447.55011
Cr,1,447.6131
Cr,1,447.70572
Cr,2,447.9875
Cr,1,448.02586
Cr,1,448.03604
Cr,1,448.145
Cr,2,448.1756
Cr,1,448.273
Cr,1,448.28708
Cr,1,448.461
Cr,1,448.4683
Cr,1,448.568
Cr,1,448.638
Cr,1,448.7499
Cr,1,448.80482
Cr,2,448.90901
Cr,1,448.9329
Cr,1,448.94637
Cr,1,449.055
Cr,1,449.1687
Cr,1,449.18497
Cr,1,449.23052
Cr,1,449.341
Cr,2,449.49044
Cr,1,449.5041
Cr,1,449.5282
Cr,2,449.56009
Cr,1,449.5685
Cr,1,449.5685
Cr,1,449.68518
Cr,1,449.87239
Cr,1,449.9256
Cr,1,449.9256
Cr,1,450.02778
Cr,1,450.068
Cr,1,450.068
Cr,1,450.10998
Cr,1,450.16446
Cr,1,450.17724
Cr,1,450.221
Cr,1,450.304
Cr,1,450.391
Cr,1,450.522
Cr,1,450.549
Cr,1,450.588
Cr,2,450.59483
Cr,1,450.608
Cr,1,450.68389
Cr,1,450.794
Cr,1,450.794
Cr,1,450.8758
Cr,1,451.0005
Cr,2,451.17853
Cr,1,451.18909
Cr,1,451.3025
Cr,1,451.32122
Cr,1,451.388
Cr,1,451.4358
Cr,1,451.453
Cr,2,451.52505
Cr,1,451.54301
Cr,2,451.59758
Cr,1,451.8579
Cr,1,451.9829
Cr,1,452.11276
Cr,1,452.2019
Cr,1,452.48341
Cr,1,452.529
Cr,1,452.59975
Cr,1,452.60987
Cr,1,452.64537
Cr,1,452.7335
Cr,1,452.74555
Cr,1,452.95
Cr,1,452.9845
Cr,1,453.04715
Cr,1,453.06824
Cr,1,453.07379
Cr,1,453.09243
Cr,1,453.12305
Cr,1,453.144
Cr,1,453.1825
Cr,1,453.271
Cr,1,453.27496
Cr,1,453.324
Cr,1,453.48
Cr,1,453.51357
Cr,1,453.56966
Cr,1,453.57524
Cr,1,453.6542
Cr,2,453.95901
Cr,1,453.9781
Cr,1,454.04984
Cr,1,454.07044
Cr,1,454.07935
Cr,1,454.08568
Cr,1,454.10606
Cr,1,454.15066
Cr,1,454.17647
Cr,1,454.264
Cr,1,454.264
Cr,1,454.37349
Cr,1,454.46119
Cr,1,454.5331
Cr,1,454.59527
Cr,1,454.653
Cr,1,454.653
Cr,1,454.794
Cr,1,454.8207
Cr,1,454.8652
Cr,1,455.2877
Cr,1,455.395
Cr,1,455.48204
Cr,2,455.498902
Cr,1,455.50823
Cr,1,455.52886
Cr,1,455.61676
Cr,1,455.8246
Cr,2,455.864422
Cr,2,455.87898
Cr,1,456.001
Cr,1,456.026
Cr,1,456.051
Cr,1,456.12
Cr,1,456.151
Cr,1,456.151
Cr,1,456.3244
Cr,1,456.34094
Cr,1,456.36484
Cr,1,456.41551
